33.1975252754 6.17158296547e+42 5.68423797459e+40
34.1868554988 5.94835078382e+42 1.09572670742e+41
34.2707986693 5.76496362851e+42 1.48672376302e+41
34.3932157929 5.78624171102e+42 1.49221115772e+41
34.4866525362 6.06452194117e+42 6.14419423986e+40
35.206165426 5.78624171102e+42 5.3293255633e+40
35.4620921636 5.48525183829e+42 1.41458902079e+41
35.9338727681 5.37522405532e+42 1.3862140075e+41
36.0019266956 5.4701164473e+42 1.41068576191e+41
37.1948191075 5.42496039114e+42 9.99314634138e+40
37.8689627122 5.06286761668e+42 1.30566055222e+41
37.9372165044 4.91582678555e+42 1.26774026133e+41
38.2640952075 5.180796953e+42 4.77169033352e+40
38.9404373239 4.66011432962e+42 1.20179469615e+41
39.0092907102 4.53311327662e+42 1.16904245423e+41
39.4932630609 4.90226260242e+42 9.03030143221e+40
40.8111708373 4.28150614474e+42 1.10415560914e+41
41.4134630855 4.23444573456e+42 1.13101990856e+41
41.5019032115 4.2854513742e+42 6.31527452863e+40
41.6218220265 4.23054746141e+42 7.79295641587e+40
42.0836093964 4.05878990613e+42 1.08410225948e+41
42.4712469658 4.04014146045e+42 4.83744014022e+40
42.6839029977 3.91558423839e+42 1.04585204413e+41
42.8221094319 3.90478001277e+42 1.04296623686e+41
43.4705704238 3.83350974549e+42 3.88387225327e+40
43.8156368139 3.68126067619e+42 9.83264250945e+40
44.3573700605 3.62406995023e+42 9.67988615431e+40
44.4698938818 3.63744614207e+42 2.01012702319e+40
